"STATION","DATE","TMAX","TMIN"
"USW00004808","2010-07-28","89","66"
"USW00004808","2010-07-29","83","61"
"USW00004808","2010-07-30","78","66"
"USW00004808","2010-07-31","77","62"
"USW00004808","2010-08-01","84","62"
"USW00004808","2010-08-02","82","63"
"USW00004808","2010-08-03","87","66"
"USW00004808","2010-08-04","82","68"
"USW00004808","2010-08-05","81","62"
"USW00004808","2010-08-06","79","57"
"USW00004808","2010-08-07","82","60"
"USW00004808","2010-08-08","86","67"
"USW00004808","2010-08-09","86","72"
"USW00004808","2010-08-10","90","71"
"USW00004808","2010-08-11","87","70"
"USW00004808","2010-08-12","91","68"
"USW00004808","2010-08-13","90","70"
"USW00004808","2010-08-14","86","70"
"USW00004808","2010-08-15","81","61"
"USW00004808","2010-08-16","79","56"
"USW00004808","2010-08-17","74","59"
"USW00004808","2010-08-18","81","63"
"USW00004808","2010-08-19","86","62"
"USW00004808","2010-08-20","92","70"
"USW00004808","2010-08-21","84","70"
"USW00004808","2010-08-22","84","63"
"USW00004808","2010-08-23","82","57"
"USW00004808","2010-08-24","83","58"
"USW00004808","2010-08-25","78","54"
"USW00004808","2010-08-26","77","50"
"USW00004808","2010-08-27","84","53"
"USW00004808","2010-08-28","87","55"
"USW00004808","2010-08-29","93","62"
"USW00004808","2010-08-30","87","67"
"USW00004808","2010-08-31","92","71"
"USW00004808","2010-09-01","81","67"
"USW00004808","2010-09-02","84","64"
"USW00004808","2010-09-03","72","56"
"USW00004808","2010-09-04","68","47"
"USW00004808","2010-09-05","77","44"
"USW00004808","2010-09-06","84","62"
"USW00004808","2010-09-07","77","50"
"USW00004808","2010-09-08","72","44"
"USW00004808","2010-09-09","70","44"
"USW00004808","2010-09-10","77","50"
"USW00004808","2010-09-11","78","51"
"USW00004808","2010-09-12","84","46"
"USW00004808","2010-09-13","83","52"
"USW00004808","2010-09-14","79","48"
"USW00004808","2010-09-15","77","52"
"USW00004808","2010-09-16","69","56"
"USW00004808","2010-09-17","77","45"
"USW00004808","2010-09-18","66","56"
"USW00004808","2010-09-19","68","54"
"USW00004808","2010-09-20","81","59"
"USW00004808","2010-09-21","88","65"
"USW00004808","2010-09-22","74","60"
"USW00004808","2010-09-23","89","65"
"USW00004808","2010-09-24","79","49"
"USW00004808","2010-09-25","60","45"
"USW00004808","2010-09-26","61","41"
"USW00004808","2010-09-27","66","41"
"USW00004808","2010-09-28","72","41"
"USW00004808","2010-09-29","76","46"
"USW00004808","2010-09-30","74","43"
"USW00004808","2010-10-01","74","38"
"USW00004808","2010-10-02","56","38"
"USW00004808","2010-10-03","58","33"
"USW00004808","2010-10-04","61","31"
"USW00004808","2010-10-05","69","31"
"USW00004808","2010-10-06","79","36"
"USW00004808","2010-10-07","78","41"
"USW00004808","2010-10-08","80","37"
"USW00004808","2010-10-09","89","47"
"USW00004808","2010-10-10","85","47"
"USW00004808","2010-10-11","82","49"
"USW00004808","2010-10-12","80","47"
"USW00004808","2010-10-13","67","35"
"USW00004808","2010-10-14","68","31"
"USW00004808","2010-10-15","63","36"
"USW00004808","2010-10-16","72","32"
"USW00004808","2010-10-17","66","35"
"USW00004808","2010-10-18","62","33"
"USW00004808","2010-10-19","61","28"
"USW00004808","2010-10-20","71","36"
"USW00004808","2010-10-21","58","29"
"USW00004808","2010-10-22","66","24"
"USW00004808","2010-10-23","67","49"
"USW00004808","2010-10-24","71","55"
"USW00004808","2010-10-25","72","55"
"USW00004808","2010-10-26","70","51"
"USW00004808","2010-10-27","64","42"
"USW00004808","2010-10-28","46","36"
"USW00004808","2010-10-29","50","24"
"USW00004808","2010-10-30","64","39"
"USW00004808","2010-10-31","52","28"
"USW00004808","2010-11-01","55","26"
"USW00004808","2010-11-02","54","26"
"USW00004808","2010-11-03","56","23"
"USW00004808","2010-11-04","51","34"
"USW00004808","2010-11-05","40","17"
"USW00004808","2010-11-06","46","15"
"USW00004808","2010-11-07","59","26"
"USW00004808","2010-11-08","68","29"
"USW00004808","2010-11-09","71","34"
"USW00004808","2010-11-10","71","41"
"USW00004808","2010-11-11","63","45"
"USW00004808","2010-11-12","61","47"
"USW00004808","2010-11-13","55","36"
"USW00004808","2010-11-14","49","37"
"USW00004808","2010-11-15","51","30"
"USW00004808","2010-11-16","52","29"
"USW00004808","2010-11-17","45","28"
"USW00004808","2010-11-18","38","24"
"USW00004808","2010-11-19","51","24"
"USW00004808","2010-11-20","46","22"
"USW00004808","2010-11-21","60","42"
"USW00004808","2010-11-22","67","37"
"USW00004808","2010-11-23","37","22"
"USW00004808","2010-11-24","38","22"
"USW00004808","2010-11-25","38","21"
"USW00004808","2010-11-26","33","18"
"USW00004808","2010-11-27","34","20"
"USW00004808","2010-11-28","45","20"
"USW00004808","2010-11-29","47","33"
"USW00004808","2010-11-30","48","24"
"USW00004808","2010-12-01","25","21"
"USW00004808","2010-12-02","31","20"
"USW00004808","2010-12-03","29","12"
"USW00004808","2010-12-04","31","22"
"USW00004808","2010-12-05","24","4"
"USW00004808","2010-12-06","18","1"
"USW00004808","2010-12-07","17","-4"
"USW00004808","2010-12-08","17","-5"
"USW00004808","2010-12-09","29","-5"
"USW00004808","2010-12-10","33","18"
"USW00004808","2010-12-11","36","21"
"USW00004808","2010-12-12","29","11"
"USW00004808","2010-12-13","12","2"
"USW00004808","2010-12-14","14","-4"
"USW00004808","2010-12-15","22","-5"
"USW00004808","2010-12-16","26","14"
"USW00004808","2010-12-17","16","1"
"USW00004808","2010-12-18","17","5"
"USW00004808","2010-12-19","16","-1"
"USW00004808","2010-12-20","27","0"
"USW00004808","2010-12-21","33","22"
"USW00004808","2010-12-22","34","8"
"USW00004808","2010-12-23","25","6"
"USW00004808","2010-12-24","29","24"
"USW00004808","2010-12-25","30","15"
"USW00004808","2010-12-26","30","10"
"USW00004808","2010-12-27","19","-2"
"USW00004808","2010-12-28","24","3"
"USW00004808","2010-12-29","35","3"
"USW00004808","2010-12-30","42","35"
"USW00004808","2010-12-31","54","40"
